iter	Passed	Remaining
1666	32322	6456
1667	32340	6437
1668	32358	6417
1669	32374	6397
1670	32395	6378
1671	32413	6358
1672	32432	6339
1673	32452	6319
1674	32470	6300
1675	32489	6280
1676	32509	6261
1677	32529	6242
1678	32548	6222
1679	32569	6203
1680	32589	6184
1681	32608	6164
1682	32627	6145
1683	32643	6125
1684	32662	6106
1685	32680	6086
1686	32698	6066
1687	32716	6047
1688	32745	6029
1689	32766	6010
1690	32785	5990
1691	32803	5971
1692	32821	5951
1693	32839	5932
1694	32858	5912
1695	32874	5892
1696	32891	5872
1697	32909	5853
1698	32926	5833
1699	32943	5813
1700	32961	5793
1701	32981	5774
1702	32999	5755
1703	33018	5735
1704	33038	5716
1705	33056	5696
1706	33074	5677
1707	33092	5657
1708	33111	5638
1709	33131	5618
1710	33149	5599
1711	33169	5579
1712	33187	5560
1713	33205	5540
1714	33222	5520
1715	33240	5501
1716	33257	5481
1717	33275	5461
1718	33296	5442
1719	33313	5423
1720	33332	5403
1721	33352	5384
1722	33371	5364
1723	33389	5345
1724	33407	5325
1725	33427	5306
1726	33449	5287
1727	33480	5270
1728	33500	5250
1729	33520	5231
1730	33536	5211
1731	33555	5192
1732	33574	5172
1733	33593	5153
1734	33610	5133
1735	33631	5114
1736	33649	5094
1737	33668	5075
1738	33686	5055
1739	33705	5036
1740	33727	5017
1741	33746	4998
1742	33764	4978
1743	33783	4959
1744	33802	4939
1745	33824	4920
1746	33842	4901
1747	33861	4881
1748	33880	4862
1749	33898	4842
1750	33917	4823
1751	33934	4803
1752	33952	4783
1753	33974	4764
1754	33993	4745
1755	34011	4726
1756	34029	4706
1757	34046	4686
1758	34062	4666
1759	34079	4647
1760	34097	4627
1761	34113	4607
1762	34132	4588
1763	34149	4568
1764	34165	4548
1765	34184	4529
1766	34202	4509
1767	34219	4490
1768	34238	4470
1769	34255	4451
1770	34273	4431
1771	34292	4412
1772	34310	4392
1773	34329	4373
1774	34347	4353
1775	34365	4334
1776	34382	4314
1777	34400	4295
1778	34422	4276
1779	34441	4256
1780	34460	4237
1781	34477	4217
1782	34495	4198
1783	34514	4178
1784	34534	4159
1785	34551	4140
1786	34569	4120
1787	34590	4101
1788	34610	4082
1789	34629	4062
1790	34648	4043
1791	34669	4024
1792	34688	4004
1793	34707	3985
1794	34726	3965
1795	34745	3946
1796	34765	3927
1797	34784	3907
1798	34801	3888
1799	34819	3868
1800	34837	3849
1801	34854	3829
1802	34871	3810
1803	34889	3790
1804	34907	3771
1805	34924	3751
1806	34941	3731
1807	34958	3712
1808	34976	3692
1809	34996	3673
1810	35015	3654
1811	35032	3634
1812	35050	3615
1813	35067	3595
1814	35088	3576
1815	35106	3557
1816	35127	3537
1817	35146	3518
1818	35165	3499
1819	35183	3479
1820	35204	3460
1821	35224	3441
1822	35246	3422
1823	35265	3402
1824	35286	3383
1825	35306	3364
1826	35325	3344
1827	35346	3325
1828	35367	3306
1829	35385	3287
1830	35404	3267
1831	35423	3248
1832	35441	3229
1833	35459	3209
1834	35476	3190
1835	35496	3170
1836	35514	3151
1837	35532	3131
1838	35548	3112
1839	35566	3092
1840	35583	3073
1841	35601	3053
1842	35619	3034
1843	35635	3014
1844	35651	2995
1845	35670	2975
1846	35688	2956
1847	35704	2936
1848	35721	2917
1849	35740	2897
1850	35755	2878
1851	35772	2858
1852	35789	2839
1853	35806	2819
1854	35824	2800
1855	35840	2780
1856	35858	2761
1857	35875	2741
1858	35893	2722
1859	35910	2702
1860	35926	2683
1861	35945	2664
1862	35962	2644
1863	35979	2625
1864	35997	2605
1865	36015	2586
1866	36032	2566
1867	36049	2547
1868	36065	2527
1869	36083	2508
1870	36099	2488
1871	36117	2469
1872	36134	2450
1873	36151	2430
1874	36167	2411
1875	36183	2391
1876	36201	2372
1877	36218	2352
1878	36235	2333
1879	36253	2314
1880	36269	2294
1881	36286	2275
1882	36302	2255
1883	36319	2236
1884	36335	2216
1885	36352	2197
1886	36369	2177
1887	36387	2158
1888	36404	2139
1889	36422	2119
1890	36439	2100
1891	36456	2081
1892	36474	2061
1893	36492	2042
1894	36508	2022
1895	36526	2003
1896	36543	1984
1897	36561	1964
1898	36578	1945
1899	36595	1926
1900	36612	1906
1901	36628	1887
1902	36646	1867
1903	36664	1848
1904	36681	1829
1905	36698	1809
1906	36715	1790
1907	36732	1771
1908	36750	1751
1909	36767	1732
1910	36784	1713
1911	36801	1693
1912	36819	1674
1913	36836	1655
1914	36853	1635
1915	36870	1616
1916	36887	1597
1917	36905	1577
1918	36922	1558
1919	36939	1539
1920	36955	1519
1921	36973	1500
1922	36991	1481
1923	37009	1461
1924	37026	1442
1925	37043	1423
1926	37059	1403
1927	37076	1384
1928	37094	1365
1929	37112	1346
1930	37128	1326
1931	37146	1307
1932	37163	1288
1933	37179	1268
1934	37197	1249
1935	37214	1230
1936	37231	1210
1937	37248	1191
1938	37266	1172
1939	37283	1153
1940	37300	1133
1941	37317	1114
1942	37334	1095
1943	37352	1076
1944	37369	1056
1945	37386	1037
1946	37405	1018
1947	37422	998
1948	37437	979
1949	37454	960
1950	37474	941
1951	37492	921
1952	37509	902
1953	37527	883
1954	37543	864
1955	37559	844
1956	37576	825
1957	37593	806
1958	37610	787
1959	37626	767
1960	37643	748
1961	37661	729
1962	37678	710
1963	37695	690
1964	37711	671
1965	37730	652
1966	37748	633
1967	37765	614
1968	37782	594
1969	37800	575
1970	37817	556
1971	37834	537
1972	37850	517
1973	37867	498
1974	37886	479
1975	37903	460
1976	37921	441
1977	37937	421
1978	37954	402
1979	37972	383
1980	37988	364
1981	38005	345
1982	38023	325
1983	38039	306
1984	38057	287
1985	38073	268
1986	38090	249
1987	38107	230
1988	38123	210
1989	38143	191
1990	38164	172
1991	38185	153
1992	38207	134
1993	38227	115
1994	38247	95
1995	38267	76
1996	38287	57
1997	38306	38
1998	38325	19
1999	38346	0
