iter	RMSE
241	30.39193604
242	30.37693514
243	30.36333538
244	30.30984695
245	30.24487179
246	30.19618878
247	30.13114019
248	30.1158671
249	30.10540262
250	30.05372318
251	30.02451323
252	29.98360505
253	29.90949694
254	29.85210988
255	29.83580065
256	29.75914923
257	29.72728288
258	29.71569515
259	29.66354089
260	29.62598022
261	29.57307797
262	29.52085428
263	29.460468
264	29.41209293
265	29.36306774
266	29.28767961
267	29.27547139
268	29.22190591
269	29.20767443
270	29.19721853
271	29.1272467
272	29.1158193
273	29.05281001
274	28.99882886
275	28.94140986
276	28.93309356
277	28.9210312
278	28.88007252
279	28.83796738
280	28.7937259
281	28.74293431
282	28.73449781
283	28.68722733
284	28.67693173
285	28.63132961
286	28.62049712
287	28.56415038
288	28.51545707
289	28.50382077
290	28.42921825
291	28.41708848
292	28.40943803
293	28.39263869
294	28.32003044
295	28.28512055
296	28.24047649
297	28.22892282
298	28.17665712
299	28.13605275
300	28.12178281
301	28.03582991
302	27.98526905
303	27.92765286
304	27.88328293
305	27.83360149
306	27.77119952
307	27.75021729
308	27.74099604
309	27.72856775
310	27.69898625
311	27.688259
312	27.60940757
313	27.60250887
314	27.59675452
315	27.58669282
316	27.54949238
317	27.47859566
318	27.4577724
319	27.39264417
320	27.38740353
321	27.32150227
322	27.27219511
323	27.23482551
324	27.2266117
325	27.18324878
326	27.15576958
327	27.11268178
328	27.04568493
329	27.04076668
330	27.02889787
331	26.98043043
332	26.92446193
333	26.87228265
334	26.81170367
335	26.76761161
336	26.76299748
337	26.71953359
338	26.70346052
339	26.69898623
340	26.6554252
341	26.60645688
342	26.55315977
343	26.54483297
344	26.45289585
345	26.3973924
346	26.33857043
347	26.33053865
348	26.30013803
349	26.25599693
350	26.22967602
351	26.19200484
352	26.15540246
353	26.11698801
354	26.07305619
355	26.03540569
356	26.00009259
357	25.93876823
358	25.93323876
359	25.89121344
360	25.86284861
361	25.79343023
362	25.74636273
363	25.68781464
364	25.6445913
365	25.57977575
366	25.54674898
367	25.53436974
368	25.48998395
369	25.45311157
370	25.39457264
371	25.38871142
372	25.34442629
373	25.30280904
374	25.27225765
375	25.23694866
376	25.23201188
377	25.19906228
378	25.15206759
379	25.14842029
380	25.11323643
381	25.07495845
382	25.0551212
383	25.0514798
384	25.02369061
385	25.01921122
386	24.9637341
387	24.95796566
388	24.90807012
389	24.84486893
390	24.8392263
391	24.78987193
392	24.7474632
393	24.72856941
394	24.69765579
395	24.66719692
396	24.66270116
397	24.64379876
398	24.60677949
399	24.58285301
400	24.54634611
401	24.51806234
402	24.48020891
403	24.44225279
404	24.40857101
405	24.40316947
406	24.38340718
407	24.34130468
408	24.29990035
409	24.27466112
410	24.22010847
411	24.18414216
412	24.13179453
413	24.0934025
414	24.06794493
415	24.01107845
416	23.97654902
417	23.93559454
418	23.91860808
419	23.86968155
420	23.86543376
421	23.83419221
422	23.79610786
423	23.78986657
424	23.75947993
425	23.72670948
426	23.67454809
427	23.67003055
428	23.62203911
429	23.57238023
430	23.51674863
431	23.51059304
432	23.48629098
433	23.44583039
434	23.40813198
435	23.38665784
436	23.35859785
437	23.32416684
438	23.28304718
439	23.23323681
440	23.22343655
441	23.20767879
442	23.15718495
443	23.11265648
444	23.06716636
445	23.01755814
446	23.01173792
447	22.97397963
448	22.96967173
449	22.92486438
450	22.88388649
451	22.83583941
452	22.83258268
453	22.77695961
454	22.77350791
455	22.71912235
456	22.71607802
457	22.67154572
458	22.63565253
459	22.59994788
460	22.59619848
461	22.56274294
462	22.52547331
463	22.52251123
464	22.48505097
465	22.45627938
466	22.40848056
467	22.38268082
468	22.34232857
469	22.3135343
470	22.26358295
471	22.22417756
472	22.21959079
473	22.1986275
474	22.17489706
475	22.14231137
476	22.13966358
477	22.08962873
478	22.0632579
479	22.03245018
480	22.02967949
481	21.99799216
482	21.97386986
483	21.94120345
484	21.91056721
485	21.881645
486	21.87900048
487	21.84289081
488	21.81963254
489	21.80766714
490	21.77392681
491	21.74540833
492	21.71484047
493	21.68072018
494	21.6468835
495	21.59987011
496	21.58166257
497	21.5478407
498	21.5281956
499	21.48885458
500	21.45643471
501	21.42295456
502	21.38738942
503	21.35962657
504	21.34139563
505	21.31611765
506	21.2898791
507	21.28654914
508	21.25853814
509	21.22258542
510	21.21999853
511	21.17999784
512	21.17760811
513	21.15747336
514	21.13044774
515	21.09438031
516	21.05413878
517	21.03375412
518	21.00201077
519	20.9886498
520	20.98538867
521	20.94979817
522	20.92146452
523	20.91897567
524	20.88896255
525	20.85202506
526	20.83149639
527	20.79686627
528	20.771454
529	20.74413596
530	20.71204874
531	20.69097835
532	20.66412736
533	20.6296463
534	20.6262971
535	20.59021652
536	20.55247783
537	20.53483096
538	20.50506341
539	20.47865461
540	20.47615127
541	20.45126538
542	20.44617606
543	20.41454475
544	20.39846356
545	20.37900537
546	20.35586903
547	20.32031555
548	20.286378
549	20.28372933
550	20.25480714
551	20.22720707
552	20.19628755
553	20.1613777
554	20.13783148
555	20.10803896
556	20.07886349
557	20.04685491
558	20.02499164
559	20.00224749
560	19.97833133
561	19.94397898
562	19.94173066
563	19.91899336
564	19.88838615
565	19.85020564
566	19.82006808
567	19.79482485
568	19.7581233
569	19.73598604
570	19.71298827
571	19.68036928
572	19.66003953
573	19.63737563
574	19.60732613
575	19.58901807
576	19.56189148
577	19.53946345
578	19.51334413
579	19.47915357
580	19.46682063
581	19.44306422
582	19.41832985
583	19.38984856
584	19.36250005
585	19.33169788
586	19.31306445
587	19.28444833
588	19.25532983
589	19.23551326
590	19.21364666
591	19.18301067
592	19.15728635
593	19.12933605
594	19.11018874
595	19.10805133
596	19.08009663
597	19.05016983
598	19.00735887
599	18.98287151
600	18.96968876
601	18.94790218
602	18.93004759
603	18.89762775
604	18.86856528
605	18.83568376
606	18.81815285
607	18.81082016
608	18.78190175
609	18.75628161
610	18.73052963
611	18.70479767
612	18.68574785
613	18.678744
614	18.64821195
615	18.64534649
616	18.64271844
617	18.61854673
618	18.58512585
619	18.55267988
620	18.53264556
621	18.50876929
622	18.48724175
623	18.46407876
624	18.42846932
625	18.39704183
626	18.37888754
627	18.37633203
628	18.37153258
629	18.33716485
630	18.32173348
631	18.29972182
632	18.29766333
633	18.29519812
634	18.25758481
635	18.23553769
636	18.21517811
637	18.19569354
638	18.16554511
639	18.14754338
640	18.14561478
641	18.11855806
642	18.09768242
643	18.07339026
644	18.06620338
645	18.06348839
646	18.03633726
647	18.02000429
648	17.98962109
649	17.98769921
650	17.96089668
651	17.93918234
652	17.90978969
653	17.88736238
654	17.88118481
655	17.86221613
656	17.85847953
657	17.84100027
658	17.81280088
659	17.79168235
660	17.77741925
661	17.76328591
662	17.73526663
663	17.70783368
664	17.69219192
665	17.67142502
666	17.65816986
667	17.6122498
668	17.58333972
669	17.55567959
670	17.52547697
671	17.50202265
672	17.47920041
673	17.45009498
674	17.4230006
675	17.39545971
676	17.37616825
677	17.36086944
678	17.34148225
679	17.31626053
680	17.28959122
681	17.27215822
682	17.25647997
683	17.24571681
684	17.22228086
685	17.21166142
686	17.18563744
687	17.16967965
688	17.1379193
689	17.13041067
690	17.10855429
691	17.08995342
692	17.06259719
693	17.04119245
694	17.01313484
695	16.99633478
696	16.96844534
697	16.96672863
698	16.93273012
699	16.92297232
700	16.90645282
701	16.88648146
702	16.8702309
703	16.85673024
704	16.85166446
705	16.8237304
706	16.79438997
707	16.76904511
708	16.75077102
709	16.72764894
710	16.71396871
711	16.711954
712	16.69081168
713	16.67286726
714	16.67035426
715	16.64965821
716	16.62751235
717	16.61288095
718	16.58720711
719	16.56551791
720	16.53662841
721	16.51089648
722	16.49467018
723	16.48593166
724	16.46731111
725	16.46361134
726	16.43407693
727	16.42130697
728	16.41951727
729	16.39881736
730	16.37760801
731	16.37604567
732	16.35729165
733	16.34823463
734	16.34092744
735	16.32185164
736	16.29611207
737	16.27520989
738	16.25188067
739	16.24972933
740	16.22662013
741	16.20537306
742	16.18729772
743	16.16514057
744	16.15425399
745	16.14071449
746	16.13911768
747	16.12276687
748	16.10604859
749	16.08856073
750	16.07392988
751	16.05869367
752	16.03899097
753	16.02044171
754	16.01845366
755	15.99715446
756	15.97928088
757	15.96818595
758	15.96674204
759	15.94902371
760	15.92513698
761	15.91114704
762	15.88571933
763	15.87892276
764	15.8640895
765	15.84524353
766	15.82712131
767	15.81019783
768	15.79110908
769	15.76318644
770	15.76155981
771	15.74315304
772	15.71520875
773	15.71211741
774	15.69773966
775	15.68133243
776	15.66603626
777	15.64795194
778	15.62163195
779	15.60163386
780	15.58872896
781	15.58657278
782	15.57749499
783	15.56074885
784	15.53107622
785	15.51302834
786	15.51061618
787	15.48376751
788	15.46498139
789	15.44660901
790	15.43197218
791	15.41646339
792	15.41446376
793	15.41304328
794	15.39873848
795	15.39240612
796	15.37670303
797	15.35863748
798	15.32518653
799	15.30571826
800	15.30421727
801	15.28976152
802	15.26707505
803	15.23973893
804	15.22040642
805	15.20106335
806	15.18170823
807	15.16712439
808	15.16502316
809	15.16360896
810	15.14370766
811	15.12587671
812	15.11088792
813	15.09621276
814	15.07976009
815	15.06160699
816	15.04804733
817	15.03572173
818	15.01877156
819	15.0017364
820	14.99005063
821	14.97919132
822	14.97751552
823	14.96026757
824	14.95087359
825	14.93157816
826	14.91687381
827	14.89210768
828	14.87380441
829	14.85866155
830	14.83106834
831	14.81512885
832	14.79812354
833	14.77835747
834	14.7659594
835	14.74246447
836	14.72356844
837	14.69611983
838	14.68255788
839	14.66009297
840	14.64030716
841	14.62223131
842	14.61820704
843	14.6168
844	14.60469291
845	14.57820966
846	14.576707
847	14.56163289
848	14.55019663
849	14.54718725
850	14.5458979
851	14.53311305
852	14.53118669
853	14.50850195
854	14.49252142
855	14.47761448
856	14.45346943
857	14.43942365
858	14.42452476
859	14.41336786
860	14.39307279
861	14.39192268
862	14.37510463
863	14.37390277
864	14.35390405
865	14.33825274
866	14.31535948
867	14.31336678
868	14.30111855
869	14.29897728
870	14.28983783
871	14.27980952
872	14.26884476
873	14.25293839
874	14.23641781
875	14.22701631
876	14.20976069
877	14.18973972
878	14.17274673
879	14.14938598
880	14.1362702
881	14.12183714
882	14.11365204
883	14.10073026
884	14.08928577
885	14.07862202
886	14.06750804
887	14.05015684
888	14.03694551
889	14.01967119
890	14.00876077
891	13.99518227
892	13.98065491
893	13.96496486
894	13.9513147
895	13.9375249
896	13.92914315
897	13.91771271
898	13.91032419
899	13.89534394
900	13.87791209
901	13.86211486
902	13.84865153
903	13.84152401
904	13.83120198
905	13.81656923
906	13.80589003
907	13.79197877
908	13.77724659
909	13.76277871
910	13.74502288
911	13.74394352
912	13.74293988
913	13.71711277
914	13.6991758
915	13.68599472
916	13.67819196
917	13.67632648
918	13.66379105
919	13.66269976
920	13.64997131
921	13.62952335
922	13.62317763
923	13.61056556
924	13.6027453
925	13.59484854
926	13.5933757
927	13.57555121
928	13.57321001
929	13.56532257
930	13.55034538
931	13.54891516
932	13.5362132
933	13.52016393
934	13.50511363
935	13.49019857
936	13.48065113
937	13.46163603
938	13.46067571
939	13.45894081
940	13.44207212
941	13.41959955
942	13.41810199
943	13.40263117
944	13.38699308
945	13.38546182
946	13.38407823
947	13.37234417
948	13.35615442
949	13.35471726
950	13.35317145
951	13.3382118
952	13.32904596
953	13.32314051
954	13.32227134
955	13.31357885
956	13.31221918
957	13.31058973
958	13.29703754
959	13.2962265
960	13.28399765
961	13.26826816
962	13.25305549
963	13.24300941
964	13.23663438
965	13.22543569
966	13.21025331
967	13.19673232
968	13.18158115
969	13.16272296
970	13.1545725
971	13.14236811
972	13.12515568
973	13.12014516
974	13.11211282
975	13.10421147
976	13.09571436
977	13.07832523
978	13.06666912
979	13.05468351
980	13.04467534
981	13.0319421
982	13.01297209
983	13.00080056
984	12.98244212
985	12.96730145
986	12.95793873
987	12.94521955
988	12.93176226
989	12.91700903
990	12.91541999
991	12.90199816
992	12.89033722
993	12.86187555
994	12.8494274
995	12.84793879
996	12.84670695
997	12.84552744
998	12.83175017
999	12.82164482
1000	12.81084342
1001	12.79865714
1002	12.78470581
1003	12.77097591
1004	12.7555933
1005	12.7454065
1006	12.73334652
1007	12.71672819
1008	12.70188573
1009	12.68675624
1010	12.67293108
1011	12.66629827
1012	12.65010238
1013	12.64255022
1014	12.63098036
1015	12.61782584
1016	12.61009838
1017	12.59715619
1018	12.57733937
1019	12.56259995
1020	12.55286679
1021	12.54659185
1022	12.53568515
1023	12.51435185
1024	12.50637423
1025	12.49605778
1026	12.48282356
1027	12.48030816
1028	12.46838408
1029	12.45395047
1030	12.45273405
1031	12.4511216
1032	12.43888553
1033	12.43185531
1034	12.42325498
1035	12.42255891
1036	12.40808255
1037	12.39735716
1038	12.38242458
1039	12.38119728
1040	12.3663066
1041	12.34883135
1042	12.34026106
1043	12.33946562
1044	12.32207532
1045	12.31261476
1046	12.31140438
1047	12.30367357
1048	12.29626593
1049	12.28202022
1050	12.27172953
1051	12.25582174
1052	12.2485039
1053	12.24699888
1054	12.23522617
1055	12.22384547
1056	12.21080293
1057	12.20102022
1058	12.19545511
1059	12.19402944
1060	12.1853556
1061	12.1842665
1062	12.17320795
1063	12.15525197
1064	12.14524684
1065	12.14422294
1066	12.14293292
1067	12.14228955
1068	12.12393196
1069	12.12314228
1070	12.10918759
1071	12.09881621
1072	12.08151142
1073	12.07472787
1074	12.06240782
1075	12.0487068
1076	12.0370906
1077	12.02730718
1078	12.01258457
1079	12.00199692
1080	11.99874578
1081	11.98485603
1082	11.96791058
1083	11.95703059
1084	11.9491309
1085	11.93057569
1086	11.90967326
1087	11.89721983
1088	11.88255912
1089	11.87601427
1090	11.86665509
1091	11.85145965
1092	11.84975821
1093	11.84916037
1094	11.83628795
1095	11.82515836
1096	11.82042383
1097	11.81132247
1098	11.80974435
1099	11.80836974
1100	11.79323893
1101	11.77769809
1102	11.76499525
1103	11.75781956
1104	11.75716156
1105	11.74984875
1106	11.73722129
1107	11.73637821
1108	11.72187803
1109	11.70872271
1110	11.69106209
1111	11.68124633
1112	11.67603639
1113	11.66508029
1114	11.64673008
1115	11.63728716
1116	11.62781237
1117	11.61464507
1118	11.60648789
1119	11.59653957
1120	11.58480689
1121	11.58373098
1122	11.57179512
1123	11.56093722
1124	11.56042764
1125	11.54478044
1126	11.5348014
1127	11.53417843
1128	11.52743355
1129	11.52672645
1130	11.51714839
1131	11.51005829
1132	11.50293195
1133	11.49199201
1134	11.48314577
1135	11.47655034
1136	11.46932961
1137	11.46879926
1138	11.46682806
1139	11.45072263
1140	11.43523183
1141	11.42064824
1142	11.40841776
1143	11.39853682
1144	11.39037445
1145	11.38049662
1146	11.36522597
1147	11.3508908
1148	11.3415399
1149	11.34071616
1150	11.33177177
1151	11.32554779
1152	11.31770813
1153	11.30379019
1154	11.29014158
1155	11.28198538
1156	11.26478792
1157	11.24911319
1158	11.24051673
1159	11.23094977
1160	11.22920583
1161	11.21359826
1162	11.20475006
1163	11.19277316
1164	11.18180352
1165	11.17300231
1166	11.16490765
1167	11.13951141
1168	11.13888548
1169	11.127805
1170	11.12683548
1171	11.11570752
1172	11.11056229
1173	11.10356918
1174	11.09668571
1175	11.07328424
1176	11.07270541
1177	11.05584196
1178	11.05407396
1179	11.04708712
1180	11.04361504
1181	11.04195692
1182	11.02529471
1183	11.012904
1184	11.01243982
1185	11.00394333
1186	10.99518467
1187	10.98577397
1188	10.97079526
1189	10.9702228
1190	10.95997216
1191	10.94237519
1192	10.93103474
1193	10.92504049
1194	10.9242334
1195	10.91633192
1196	10.90841546
1197	10.89976976
1198	10.8948474
1199	10.89408402
1200	10.89326455
1201	10.88556066
1202	10.8690511
1203	10.86010059
1204	10.85965327
1205	10.85268475
1206	10.84826346
1207	10.8415105
1208	10.83759885
1209	10.83271189
1210	10.82050712
1211	10.80826234
1212	10.80658501
1213	10.80208889
1214	10.79413941
1215	10.78697632
1216	10.77352199
1217	10.76195426
1218	10.75955992
1219	10.75232973
1220	10.74023151
1221	10.73223215
1222	10.72332309
1223	10.72131152
1224	10.71165388
1225	10.7026373
1226	10.70088684
1227	10.68704233
1228	10.67842697
1229	10.66330186
1230	10.65506821
1231	10.64654792
1232	10.63543974
1233	10.62847417
1234	10.6198818
1235	10.6041076
1236	10.59095786
1237	10.57772838
1238	10.57012622
1239	10.55976148
1240	10.55374347
1241	10.54658104
1242	10.53816848
1243	10.53522431
1244	10.53176919
1245	10.52170478
1246	10.51460042
1247	10.50683859
1248	10.49044146
1249	10.48108721
1250	10.47264641
1251	10.46155463
1252	10.45015208
1253	10.44102694
1254	10.42289972
1255	10.42202361
1256	10.41480101
1257	10.40349214
1258	10.40296824
1259	10.39590054
1260	10.38553479
1261	10.38354338
1262	10.3831016
1263	10.38145108
1264	10.37036517
1265	10.36638041
1266	10.35513082
1267	10.34686715
1268	10.34522919
1269	10.33731848
1270	10.32727582
1271	10.3125116
1272	10.30776948
1273	10.30705407
1274	10.29610405
1275	10.28944676
1276	10.28120679
1277	10.26223826
1278	10.24939516
1279	10.23846976
1280	10.23405916
1281	10.22854823
1282	10.21062329
1283	10.20328463
1284	10.20283899
1285	10.19577943
1286	10.19048581
1287	10.18388543
1288	10.1733335
1289	10.15719963
1290	10.15022242
1291	10.1377553
1292	10.13034569
1293	10.12677905
1294	10.11964135
1295	10.11572034
1296	10.10657847
1297	10.09302365
1298	10.08185139
1299	10.0736465
1300	10.07219888
1301	10.05993278
1302	10.04389334
1303	10.03190774
1304	10.02279263
1305	10.01354762
1306	10.00932035
1307	10.0021631
1308	9.993111791
1309	9.981555709
1310	9.977159888
1311	9.969827794
1312	9.96317299
1313	9.950426594
1314	9.950025662
1315	9.942223812
1316	9.940405429
1317	9.936798342
1318	9.931192028
1319	9.924217277
1320	9.917546811
1321	9.910170892
1322	9.900192822
1323	9.899430696
1324	9.895187293
1325	9.888226699
1326	9.878124865
1327	9.867413996
1328	9.861220955
1329	9.850002641
1330	9.839035376
1331	9.828946352
1332	9.826964712
1333	9.819322669
1334	9.808716807
1335	9.800886687
1336	9.800484197
1337	9.789645301
1338	9.777786993
1339	9.771409122
1340	9.762033917
1341	9.75486161
1342	9.754254964
1343	9.747222704
1344	9.738824855
1345	9.736833859
1346	9.725178051
1347	9.71416514
1348	9.706785194
1349	9.701099715
1350	9.693876912
1351	9.690927257
1352	9.685057927
1353	9.677965904
1354	9.666487826
1355	9.655432606
1356	9.644762749
1357	9.638819894
1358	9.630881936
1359	9.621299211
1360	9.619919961
1361	9.611680949
1362	9.603788128
1363	9.601418735
1364	9.592056384
1365	9.577813667
1366	9.564185105
1367	9.560138406
1368	9.550664636
1369	9.542436135
1370	9.536385788
1371	9.535459928
1372	9.528049675
1373	9.525462205
1374	9.517617123
1375	9.507456322
1376	9.506941281
1377	9.498744959
1378	9.495622876
1379	9.490960521
1380	9.481917183
1381	9.47731395
1382	9.465631907
1383	9.463341561
1384	9.454428831
1385	9.442338596
1386	9.434577974
1387	9.427329694
1388	9.419083061
1389	9.406837867
1390	9.398378593
1391	9.39480099
1392	9.386156273
1393	9.384746274
1394	9.371929643
1395	9.361082725
1396	9.352258508
1397	9.341269434
1398	9.333040269
1399	9.323726981
1400	9.319276792
1401	9.315079746
1402	9.309601843
1403	9.297605128
1404	9.291302425
1405	9.28385403
1406	9.278321993
1407	9.266053648
1408	9.26104721
1409	9.259433115
1410	9.250731874
1411	9.241747691
1412	9.234231027
1413	9.233336548
1414	9.225604114
1415	9.21486933
1416	9.209721544
1417	9.205002887
1418	9.198059475
1419	9.194413744
1420	9.189208831
1421	9.18651316
1422	9.173536812
1423	9.169174136
1424	9.168669312
1425	9.159081264
1426	9.150930406
1427	9.139072519
1428	9.128160228
1429	9.126404642
1430	9.124724821
1431	9.115115507
1432	9.109879565
1433	9.105572948
1434	9.104022115
1435	9.097560628
1436	9.089146501
1437	9.088770445
1438	9.080779913
1439	9.071867977
1440	9.067012969
1441	9.056571043
1442	9.049146291
1443	9.040785906
1444	9.033970054
1445	9.032617038
1446	9.024505481
1447	9.016023071
1448	9.00788294
1449	8.997290639
1450	8.988807639
1451	8.983537585
1452	8.982619258
1453	8.973064735
1454	8.966576634
1455	8.960712422
1456	8.950306812
1457	8.942847699
1458	8.93743859
1459	8.930781604
1460	8.923417378
1461	8.917784081
1462	8.908649693
1463	8.904403891
1464	8.893203788
1465	8.88613506
1466	8.875622275
1467	8.868103937
1468	8.861380492
1469	8.855139069
1470	8.84885623
1471	8.841638403
1472	8.830671747
1473	8.828661664
1474	8.81860172
1475	8.814529835
1476	8.814069252
1477	8.813334093
1478	8.812451942
1479	8.801758493
1480	8.801271601
1481	8.793049358
1482	8.780809611
1483	8.779627379
1484	8.76955163
1485	8.764896758
1486	8.755334928
1487	8.749678261
1488	8.737242583
1489	8.733181325
1490	8.732345099
1491	8.721924216
1492	8.718262258
1493	8.710400961
1494	8.704382449
1495	8.691706614
1496	8.681577507
1497	8.669384301
1498	8.667213351
1499	8.658894336
1500	8.65779004
1501	8.645834661
1502	8.641663042
1503	8.641150529
1504	8.640610431
1505	8.632846794
1506	8.626049368
1507	8.617229865
1508	8.602570008
1509	8.597647931
1510	8.594891642
1511	8.58836707
1512	8.587839801
1513	8.587164394
1514	8.586840148
1515	8.578905476
1516	8.578183135
1517	8.570145395
1518	8.562239669
1519	8.556400317
1520	8.551043403
1521	8.550322508
1522	8.538006963
1523	8.531589061
1524	8.531233615
1525	8.530747225
1526	8.525010384
1527	8.523858477
1528	8.519136808
1529	8.515468725
1530	8.515123962
1531	8.509395801
1532	8.507702937
1533	8.498979808
1534	8.491788952
1535	8.485944499
1536	8.484653483
1537	8.478703899
1538	8.475133277
1539	8.470744223
1540	8.464911668
1541	8.459748044
1542	8.458151729
1543	8.457536799
1544	8.452906229
1545	8.447960797
1546	8.4406638
1547	8.435471563
1548	8.430941207
1549	8.422979011
1550	8.422642615
1551	8.413543373
1552	8.407301476
1553	8.402002633
1554	8.390137242
1555	8.385459904
1556	8.377591411
1557	8.375014841
1558	8.369365329
1559	8.361263937
1560	8.354774148
1561	8.34845373
1562	8.34261049
1563	8.337323626
1564	8.329696718
1565	8.319696793
1566	8.314812171
1567	8.302724622
1568	8.297923296
1569	8.287348373
1570	8.280090174
1571	8.270895502
1572	8.264472989
1573	8.252404819
1574	8.251170924
1575	8.248224549
1576	8.239391532
1577	8.230681117
1578	8.224681218
1579	8.217709263
1580	8.207892814
1581	8.198598096
1582	8.195712132
1583	8.191822269
1584	8.182592101
1585	8.175326893
1586	8.174179615
1587	8.172545451
1588	8.163888177
1589	8.155480558
1590	8.1503989
1591	8.142153432
1592	8.13678963
1593	8.129333984
1594	8.122419012
1595	8.119965337
1596	8.112637109
1597	8.109473513
1598	8.109128682
1599	8.108521465
1600	8.095219223
1601	8.089789151
1602	8.083607731
1603	8.078690567
1604	8.07195118
1605	8.071333593
1606	8.064913784
1607	8.056807914
1608	8.055940408
1609	8.05176038
1610	8.049230187
1611	8.041721462
1612	8.04106038
1613	8.034632695
1614	8.028723544
1615	8.02091934
1616	8.015272431
1617	8.009729478
1618	8.005418101
1619	8.003787165
1620	7.998467185
1621	7.991632042
1622	7.986513921
1623	7.977497307
1624	7.976960775
1625	7.976272499
1626	7.971696849
1627	7.965766733
1628	7.959907177
1629	7.949389154
1630	7.945395846
1631	7.943644369
1632	7.943052653
1633	7.940200614
1634	7.932971162
1635	7.920142216
1636	7.915054173
1637	7.908497604
1638	7.899850063
1639	7.897420725
1640	7.889615648
1641	7.884126199
1642	7.880390018
1643	7.871903338
1644	7.862005083
1645	7.857489557
1646	7.851040215
1647	7.845657237
1648	7.839505951
1649	7.831303557
1650	7.823551424
1651	7.822483845
1652	7.821661984
1653	7.812567787
1654	7.803901917
1655	7.795749965
1656	7.795394777
1657	7.786390668
1658	7.78108156
1659	7.780446894
1660	7.774194348
1661	7.759153793
1662	7.752763602
1663	7.746005364
1664	7.740769416
1665	7.731692857
