iter	RMSE
1666	7.72382685
1667	7.723320821
1668	7.716102785
1669	7.710599504
1670	7.703755219
1671	7.696569278
1672	7.695977446
1673	7.687321896
1674	7.683121775
1675	7.677548
1676	7.668499327
1677	7.663362987
1678	7.659173124
1679	7.650226049
1680	7.642382621
1681	7.636875197
1682	7.629802058
1683	7.628920384
1684	7.62508241
1685	7.616654441
1686	7.610264387
1687	7.600622114
1688	7.594479263
1689	7.594089215
1690	7.58940353
1691	7.588567538
1692	7.582547362
1693	7.576870554
1694	7.573355667
1695	7.572878061
1696	7.572318487
1697	7.568326898
1698	7.564174625
1699	7.55791465
1700	7.551967327
1701	7.551444599
1702	7.542725328
1703	7.535160699
1704	7.531802624
1705	7.525652186
1706	7.515019412
1707	7.512022254
1708	7.503525722
1709	7.497643156
1710	7.490540288
1711	7.485897508
1712	7.477183287
1713	7.476700316
1714	7.471014049
1715	7.466744703
1716	7.461792935
1717	7.453527811
1718	7.451574107
1719	7.445388659
1720	7.435952162
1721	7.428807941
1722	7.422816714
1723	7.416569172
1724	7.413893202
1725	7.40662934
1726	7.404318428
1727	7.397310059
1728	7.389938822
1729	7.377982232
1730	7.377700686
1731	7.370852357
1732	7.367383918
1733	7.36099156
1734	7.354214116
1735	7.352814028
1736	7.348934942
1737	7.339540894
1738	7.333122981
1739	7.329211344
1740	7.324495117
1741	7.317432036
1742	7.311631341
1743	7.306576064
1744	7.300463261
1745	7.293073773
1746	7.286613009
1747	7.284200584
1748	7.279314851
1749	7.271894481
1750	7.271555883
1751	7.271243926
1752	7.265210174
1753	7.257996157
1754	7.249944061
1755	7.245552866
1756	7.240063842
1757	7.236558085
1758	7.236176098
1759	7.23135135
1760	7.226169938
1761	7.225825706
1762	7.216598278
1763	7.207565272
1764	7.203758856
1765	7.197517421
1766	7.196776548
1767	7.188966344
1768	7.185975832
1769	7.183213527
1770	7.176030218
1771	7.170591042
1772	7.166797645
1773	7.166461038
1774	7.16607303
1775	7.164602559
1776	7.159854135
1777	7.159599033
1778	7.155673103
1779	7.148525539
1780	7.143242432
1781	7.142827218
1782	7.141126068
1783	7.135436009
1784	7.127029247
1785	7.126693225
1786	7.126375285
1787	7.126054492
1788	7.121845864
1789	7.114492798
1790	7.105544508
1791	7.104895746
1792	7.100095188
1793	7.099613678
1794	7.099313346
1795	7.089834415
1796	7.083045822
1797	7.082731053
1798	7.077993652
1799	7.077681356
1800	7.068144256
1801	7.060418011
1802	7.053758758
1803	7.045787521
1804	7.039547176
1805	7.034212174
1806	7.033843737
1807	7.026449737
1808	7.019842632
1809	7.016004296
1810	7.013023701
1811	7.012765453
1812	7.010408829
1813	7.009876626
1814	7.009362541
1815	7.009069739
1816	7.004384874
1817	6.999137377
1818	6.997557238
1819	6.990371831
1820	6.983572057
1821	6.976778601
1822	6.970368563
1823	6.965405101
1824	6.959578197
1825	6.951994588
1826	6.947118004
1827	6.939734664
1828	6.93465075
1829	6.934185832
1830	6.926788862
1831	6.920629639
1832	6.917468955
1833	6.910116941
1834	6.909820938
1835	6.904890889
1836	6.896867304
1837	6.893142696
1838	6.892697727
1839	6.889914094
1840	6.88430353
1841	6.876585199
1842	6.873872675
1843	6.871349666
1844	6.871085947
1845	6.866499631
1846	6.861016261
1847	6.860774893
1848	6.859511799
1849	6.850899158
1850	6.850658929
1851	6.8442411
1852	6.843769425
1853	6.839034958
1854	6.833617665
1855	6.83277813
1856	6.832531087
1857	6.825410511
1858	6.825071054
1859	6.818877699
1860	6.81842902
1861	6.816899063
1862	6.813144325
1863	6.809969034
1864	6.806934272
1865	6.798008516
1866	6.790375663
1867	6.789983924
1868	6.785439436
1869	6.778956462
1870	6.778611301
1871	6.776142005
1872	6.775694571
1873	6.770735072
1874	6.768023294
1875	6.766330933
1876	6.761258318
1877	6.75641508
1878	6.75443063
1879	6.746180109
1880	6.740993613
1881	6.733250937
1882	6.732654714
1883	6.730695894
1884	6.728041834
1885	6.724451077
1886	6.714627481
1887	6.714400349
1888	6.708842907
1889	6.70236258
1890	6.702146732
1891	6.698169903
1892	6.689287532
1893	6.683664399
1894	6.678693962
1895	6.672698073
1896	6.663101223
1897	6.65708618
1898	6.649899937
1899	6.646330405
1900	6.640764405
1901	6.64033457
1902	6.634745571
1903	6.630386396
1904	6.621081022
1905	6.615689911
1906	6.615484845
1907	6.608625686
1908	6.602593503
1909	6.597765043
1910	6.592260915
1911	6.587161087
1912	6.581397905
1913	6.577152622
1914	6.573867736
1915	6.569791998
1916	6.56948995
1917	6.564053979
1918	6.562701245
1919	6.558116358
1920	6.553775824
1921	6.549807506
1922	6.543964842
1923	6.537913252
1924	6.537135441
1925	6.531865376
1926	6.528960549
1927	6.524845923
1928	6.520757947
1929	6.515057692
1930	6.512782953
1931	6.509218352
1932	6.502893656
1933	6.502526981
1934	6.495156737
1935	6.489924307
1936	6.485111529
1937	6.484859161
1938	6.480135501
1939	6.477704294
1940	6.471021517
1941	6.464962944
1942	6.463602366
1943	6.458866666
1944	6.455239512
1945	6.449571535
1946	6.445515668
1947	6.440385006
1948	6.440094863
1949	6.433427946
1950	6.426899022
1951	6.421024864
1952	6.418409632
1953	6.409546809
1954	6.409177783
1955	6.40740282
1956	6.402753658
1957	6.399366875
1958	6.399141636
1959	6.398916821
1960	6.39553609
1961	6.390516366
1962	6.382933204
1963	6.382565211
1964	6.382365838
1965	6.376875289
1966	6.373233778
1967	6.369088854
1968	6.363584249
1969	6.35830678
1970	6.355728238
1971	6.351540611
1972	6.351345793
1973	6.346919642
1974	6.33995391
1975	6.334484604
1976	6.326070315
1977	6.325250235
1978	6.319402075
1979	6.316176578
1980	6.316016096
1981	6.314218924
1982	6.311968978
1983	6.307270099
1984	6.302906008
1985	6.298885054
1986	6.297057396
1987	6.291276024
1988	6.291097444
1989	6.28279056
1990	6.280534127
1991	6.276170318
1992	6.270619932
1993	6.264597
1994	6.262732099
1995	6.262047413
1996	6.257291886
1997	6.256855411
1998	6.256655532
1999	6.248624854
